Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2003.0,NJ,Total Electric Industry,10.67,9.11,7.99,7.15,NA,9.48
2003.0,NM,Total Electric Industry,8.69,7.36,4.95,0.0,NA,7.0
2003.0,NV,Total Electric Industry,9.02,8.79,7.3,0.0,NA,8.29
2003.0,NY,Total Electric Industry,14.31,12.93,7.14,9.38,NA,12.44
2003.0,OH,Total Electric Industry,8.26,7.55,4.79,6.17,NA,6.73
2003.0,OK,Total Electric Industry,7.47,6.38,4.59,0.0,NA,6.35
2003.0,OR,Total Electric Industry,7.06,6.38,4.63,6.68,NA,6.18
2003.0,PA,Total Electric Industry,9.59,8.62,5.8,7.78,NA,8.02
2003.0,RI,Total Electric Industry,11.61,10.09,8.88,0.0,NA,10.47
2003.0,SC,Total Electric Industry,8.01,6.81,4.0,0.0,NA,6.08
2003.0,SD,Total Electric Industry,7.47,6.04,4.51,0.0,NA,6.35
2003.0,TN,Total Electric Industry,6.55,6.68,4.29,0.0,NA,5.84
2003.0,TX,Total Electric Industry,9.16,7.84,5.27,6.62,NA,7.5
2003.0,UT,Total Electric Industry,6.9,5.59,3.79,6.01,NA,5.41
2003.0,VA,Total Electric Industry,7.76,5.74,4.23,5.46,NA,6.27
2003.0,VT,Total Electric Industry,12.82,11.29,8.05,0.0,NA,10.98
2003.0,WA,Total Electric Industry,6.31,6.07,4.76,6.45,NA,5.86
2003.0,WI,Total Electric Industry,8.67,6.97,4.71,0.0,NA,6.64
2003.0,WV,Total Electric Industry,6.24,5.45,3.81,0.0,NA,5.13
2003.0,WY,Total Electric Industry,7.04,5.74,3.65,0.0,NA,4.76
2003.0,US,Total Electric Industry,8.72,8.03,5.11,7.54,NA,7.44
2003.0,AK,Full-Service Providers,11.98,10.49,7.86,0.0,NA,10.5
2003.0,AL,Full-Service Providers,7.39,6.85,3.98,0.0,NA,5.88
2003.0,AR,Full-Service Providers,7.24,5.54,4.04,0.0,NA,5.57
2003.0,AZ,Full-Service Providers,8.35,7.09,5.37,0.0,NA,7.34
2003.0,CA,Full-Service Providers,12.23,12.83,9.79,7.38,NA,12.05
2003.0,CO,Full-Service Providers,8.14,6.6,5.1,7.32,NA,6.77
2003.0,CT,Full-Service Providers,11.34,9.93,8.01,7.72,NA,10.18
2003.0,DC,Full-Service Providers,7.85,7.52,5.86,0.0,NA,7.58
2003.0,DE,Full-Service Providers,8.59,7.32,5.61,0.0,NA,7.43
2003.0,FL,Full-Service Providers,8.55,7.13,5.41,7.21,NA,7.72
2003.0,GA,Full-Service Providers,7.7,6.66,4.02,4.81,NA,6.32
2003.0,HI,Full-Service Providers,16.73,15.02,12.2,0.0,NA,14.47
2003.0,IA,Full-Service Providers,8.57,6.24,4.16,0.0,NA,6.11
2003.0,ID,Full-Service Providers,6.24,5.56,4.16,0.0,NA,5.22
2003.0,IL,Full-Service Providers,8.38,7.35,4.74,5.87,NA,7.07
2003.0,IN,Full-Service Providers,7.04,6.12,3.92,8.36,NA,5.37
2003.0,KS,Full-Service Providers,7.71,6.42,4.61,0.0,NA,6.35
2003.0,KY,Full-Service Providers,5.81,5.37,3.21,0.0,NA,4.42
2003.0,LA,Full-Service Providers,7.84,7.42,5.57,7.32,NA,6.93
2003.0,MA,Full-Service Providers,11.55,10.78,9.26,4.09,NA,10.82
2003.0,MD,Full-Service Providers,7.72,7.1,4.4,5.31,NA,6.46
2003.0,ME,Full-Service Providers,8.66,7.45,4.03,0.0,NA,4.7
2003.0,MI,Full-Service Providers,8.35,7.59,4.98,8.21,NA,7.04
2003.0,MN,Full-Service Providers,7.65,6.12,4.36,0.0,NA,6.01
2003.0,MO,Full-Service Providers,6.96,5.78,4.49,0.0,NA,6.02
2003.0,MS,Full-Service Providers,7.6,7.25,4.48,0.0,NA,6.46
2003.0,MT,Full-Service Providers,7.56,6.99,4.29,0.0,NA,6.65
2003.0,NC,Full-Service Providers,8.32,6.65,4.79,0.0,NA,6.86
2003.0,ND,Full-Service Providers,6.49,5.64,3.96,0.0,NA,5.47
2003.0,NE,Full-Service Providers,6.87,5.81,4.18,0.0,NA,5.64
2003.0,NH,Full-Service Providers,11.98,10.31,9.91,0.0,NA,10.88
2003.0,NJ,Full-Service Providers,10.68,9.13,7.77,7.15,NA,9.56
2003.0,NM,Full-Service Providers,8.69,7.36,4.95,0.0,NA,7.0
2003.0,NV,Full-Service Providers,9.02,8.79,7.3,0.0,NA,8.29
2003.0,NY,Full-Service Providers,14.28,13.17,8.79,9.96,NA,13.21
2003.0,OH,Full-Service Providers,7.95,7.16,4.63,6.17,NA,6.45
2003.0,OK,Full-Service Providers,7.47,6.38,4.59,0.0,NA,6.35
2003.0,OR,Full-Service Providers,7.06,6.38,4.63,6.68,NA,6.18
2003.0,PA,Full-Service Providers,9.5,8.7,5.81,7.64,NA,7.99
2003.0,RI,Full-Service Providers,11.61,10.19,9.14,0.0,NA,10.64
2003.0,SC,Full-Service Providers,8.01,6.81,4.0,0.0,NA,6.08
2003.0,SD,Full-Service Providers,7.47,6.04,4.51,0.0,NA,6.35
2003.0,TN,Full-Service Providers,6.55,6.68,4.29,0.0,NA,5.84
2003.0,TX,Full-Service Providers,9.16,7.84,5.27,6.62,NA,7.5
2003.0,UT,Full-Service Providers,6.9,5.59,3.79,6.01,NA,5.41
2003.0,VA,Full-Service Providers,7.76,5.74,4.23,5.46,NA,6.27
2003.0,VT,Full-Service Providers,12.82,11.29,8.05,0.0,NA,10.98
2003.0,WA,Full-Service Providers,6.31,6.06,4.25,6.45,NA,5.78
2003.0,WI,Full-Service Providers,8.67,6.97,4.71,0.0,NA,6.64
2003.0,WV,Full-Service Providers,6.24,5.45,3.81,0.0,NA,5.13
2003.0,WY,Full-Service Providers,7.04,5.74,3.65,0.0,NA,4.76
2003.0,US,Full-Service Providers,8.68,7.89,5.01,6.82,NA,7.38
2003.0,CA,Restructured Retail Service Providers,12.84,9.66,8.9,3.94,NA,9.27
2003.0,CT,Restructured Retail Service Providers,10.38,9.71,7.33,0.0,NA,9.44
2003.0,DC,Restructured Retail Service Providers,7.79,7.2,5.43,7.64,NA,7.19
2003.0,DE,Restructured Retail Service Providers,0.0,4.66,4.62,0.0,NA,4.62
2003.0,IL,Restructured Retail Service Providers,0.0,7.0,5.11,0.0,NA,5.75
2003.0,MA,Restructured Retail Service Providers,13.91,9.56,8.14,0.0,NA,9.31
2003.0,MD,Restructured Retail Service Providers,7.87,6.33,6.28,5.88,NA,6.4
2003.0,ME,Restructured Retail Service Providers,12.44,10.37,6.83,0.0,NA,10.14
2003.0,MI,Restructured Retail Service Providers,0.0,5.96,4.91,0.0,NA,5.0
2003.0,MT,Restructured Retail Service Providers,4.95,5.47,3.77,0.0,NA,4.06
2003.0,NH,Restructured Retail Service Providers,0.0,7.35,6.97,0.0,NA,6.99
2003.0,NJ,Restructured Retail Service Providers,10.48,8.82,8.5,0.0,NA,8.75
2003.0,NY,Restructured Retail Service Providers,14.81,12.52,5.68,9.31,NA,10.67
2003.0,OH,Restructured Retail Service Providers,10.31,8.97,5.65,0.0,NA,8.17
2003.0,PA,Restructured Retail Service Providers,11.47,8.23,5.7,9.42,NA,8.32
2003.0,RI,Restructured Retail Service Providers,0.0,9.36,8.02,0.0,NA,8.78
2003.0,VA,Restructured Retail Service Providers,9.85,0.0,0.0,0.0,NA,9.85
2003.0,WA,Restructured Retail Service Providers,0.0,9.48,9.03,0.0,NA,9.04
2003.0,US,Restructured Retail Service Providers,11.54,9.82,6.26,8.23,NA,8.44
2003.0,CA,Energy-Only Providers,7.41,5.76,6.18,3.47,NA,5.94
2003.0,CT,Energy-Only Providers,5.2,5.05,4.23,0.0,NA,4.91
2003.0,DC,Energy-Only Providers,5.19,4.21,4.33,5.08,NA,4.31
2003.0,DE,Energy-Only Providers,0.0,4.02,4.41,0.0,NA,4.41
2003.0,IL,Energy-Only Providers,0.0,4.7,3.67,0.0,NA,4.02
2003.0,MA,Energy-Only Providers,6.19,5.16,4.8,0.0,NA,5.09
2003.0,MD,Energy-Only Providers,4.74,4.21,4.67,4.62,NA,4.55
2003.0,ME,Energy-Only Providers,5.01,5.33,4.49,0.0,NA,4.98
2003.0,MI,Energy-Only Providers,0.0,5.18,4.43,0.0,NA,4.5
2003.0,MT,Energy-Only Providers,2.3,3.66,3.48,0.0,NA,3.51
2003.0,NH,Energy-Only Providers,0.0,4.95,4.52,0.0,NA,4.55
2003.0,NJ,Energy-Only Providers,5.9,5.35,5.14,0.0,NA,5.27
2003.0,NY,Energy-Only Providers,7.98,8.22,3.99,6.93,NA,7.02
2003.0,OH,Energy-Only Providers,4.48,4.28,3.01,0.0,NA,3.89
2003.0,PA,Energy-Only Providers,5.97,5.45,4.51,6.84,NA,5.37
2003.0,RI,Energy-Only Providers,0.0,4.89,4.81,0.0,NA,4.86
2003.0,VA,Energy-Only Providers,5.5,0.0,0.0,0.0,NA,5.5
2003.0,WA,Energy-Only Providers,0.0,8.47,8.47,0.0,NA,8.47
2003.0,US,Energy-Only Providers,5.43,6.02,4.47,6.16,NA,5.3
2003.0,CA,Delivery-Only Service,5.43,3.9,2.72,0.47,NA,3.33
2003.0,CT,Delivery-Only Service,5.19,4.66,3.11,0.0,NA,4.53
2003.0,DC,Delivery-Only Service,2.6,2.99,1.1,2.56,NA,2.88
2003.0,DE,Delivery-Only Service,0.0,0.64,0.21,0.0,NA,0.21
2003.0,IL,Delivery-Only Service,0.0,2.3,1.44,0.0,NA,1.73
2003.0,MA,Delivery-Only Service,7.72,4.4,3.35,0.0,NA,4.22
2003.0,MD,Delivery-Only Service,3.13,2.11,1.61,1.26,NA,1.85
2003.0,ME,Delivery-Only Service,7.43,5.04,2.34,0.0,NA,5.16
2003.0,MI,Delivery-Only Service,0.0,0.78,0.48,0.0,NA,0.51
2003.0,MT,Delivery-Only Service,2.65,1.81,0.3,0.0,NA,0.55
2003.0,NH,Delivery-Only Service,0.0,2.4,2.44,0.0,NA,2.44
2003.0,NJ,Delivery-Only Service,4.58,3.47,3.36,0.0,NA,3.48
2003.0,NY,Delivery-Only Service,6.82,4.3,1.69,2.37,NA,3.65
2003.0,OH,Delivery-Only Service,5.83,4.69,2.64,0.0,NA,4.28
2003.0,PA,Delivery-Only Service,5.5,2.78,1.18,2.58,NA,2.95
2003.0,RI,Delivery-Only Service,0.0,4.47,3.21,0.0,NA,3.92
2003.0,VA,Delivery-Only Service,4.35,0.0,0.0,0.0,NA,4.35
2003.0,WA,Delivery-Only Service,0.0,1.01,0.56,0.0,NA,0.57
2003.0,US,Delivery-Only Service,6.11,3.8,1.8,2.07,NA,3.13
2002.0,AK,Total Electric Industry,12.05,10.13,7.65,NA,14.04,10.46
2002.0,AL,Total Electric Industry,7.12,6.63,3.82,NA,7.46,5.71
2002.0,AR,Total Electric Industry,7.25,5.68,4.01,NA,6.52,5.61
2002.0,AZ,Total Electric Industry,8.27,7.28,5.2,NA,4.56,7.21
2002.0,CA,Total Electric Industry,12.64,13.36,9.81,NA,6.6,12.19
2002.0,CO,Total Electric Industry,7.37,5.67,4.52,NA,6.64,6.0
2002.0,CT,Total Electric Industry,10.96,9.32,7.68,NA,10.35,9.71
2002.0,DC,Total Electric Industry,7.98,7.32,4.95,NA,6.59,7.34
2002.0,DE,Total Electric Industry,8.7,7.15,4.85,NA,14.13,6.91
2002.0,FL,Total Electric Industry,8.16,6.64,5.23,NA,7.43,7.31
2002.0,GA,Total Electric Industry,7.63,6.46,3.95,NA,8.31,6.24
2002.0,HI,Total Electric Industry,15.63,14.11,11.02,NA,16.85,13.39
2002.0,IA,Total Electric Industry,8.35,6.56,4.06,NA,4.92,6.01
2002.0,ID,Total Electric Industry,6.59,5.71,4.34,NA,5.18,5.58
2002.0,IL,Total Electric Industry,8.39,7.52,4.89,NA,5.88,6.94
2002.0,IN,Total Electric Industry,6.91,5.98,3.95,NA,9.75,5.34
2002.0,KS,Total Electric Industry,7.67,6.28,4.53,NA,9.3,6.31
2002.0,KY,Total Electric Industry,5.65,5.3,3.09,NA,4.61,4.26
2002.0,LA,Total Electric Industry,7.1,6.64,4.42,NA,7.05,5.99
2002.0,MA,Total Electric Industry,10.93,10.02,8.34,NA,13.11,10.06
2002.0,MD,Total Electric Industry,7.74,6.31,4.01,NA,9.42,6.18
2002.0,ME,Total Electric Industry,12.74,10.68,7.05,NA,23.39,10.35
2002.0,MI,Total Electric Industry,8.28,7.79,5.02,NA,10.43,7.09
2002.0,MN,Total Electric Industry,7.49,5.88,4.07,NA,7.36,5.8
2002.0,MO,Total Electric Industry,7.06,5.88,4.42,NA,6.2,6.09
2002.0,MS,Total Electric Industry,7.28,6.83,4.4,NA,8.76,6.24
2002.0,MT,Total Electric Industry,7.23,6.28,3.71,NA,7.04,5.7
2002.0,NC,Total Electric Industry,8.19,6.51,4.7,NA,6.7,6.74
2002.0,ND,Total Electric Industry,6.39,5.85,3.98,NA,3.68,5.45
2002.0,NE,Total Electric Industry,6.73,5.62,3.89,NA,6.37,5.55
2002.0,NH,Total Electric Industry,11.89,10.06,9.09,NA,12.84,10.6
2002.0,NJ,Total Electric Industry,10.38,8.9,7.72,NA,14.81,9.3
2002.0,NM,Total Electric Industry,8.5,7.22,4.48,NA,6.23,6.73
2002.0,NV,Total Electric Industry,9.43,9.06,7.25,NA,6.54,8.42
2002.0,NY,Total Electric Industry,13.55,12.33,5.18,NA,8.68,11.16
2002.0,OH,Total Electric Industry,8.24,7.81,4.87,NA,5.42,6.77
2002.0,OK,Total Electric Industry,6.73,5.75,3.81,NA,5.06,5.59
2002.0,OR,Total Electric Industry,7.12,6.59,4.72,NA,9.44,6.32
2002.0,PA,Total Electric Industry,9.74,8.5,5.83,NA,11.59,8.06
2002.0,RI,Total Electric Industry,10.2,8.65,7.96,NA,16.46,9.2
2002.0,SC,Total Electric Industry,7.72,6.48,3.85,NA,6.44,5.83
2002.0,SD,Total Electric Industry,7.4,6.24,4.54,NA,3.63,6.26
2002.0,TN,Total Electric Industry,6.41,6.45,4.15,NA,8.92,5.72
2002.0,TX,Total Electric Industry,8.05,6.95,4.66,NA,6.55,6.62
2002.0,UT,Total Electric Industry,6.79,5.6,3.84,NA,4.69,5.39
2002.0,VA,Total Electric Industry,7.79,5.87,4.13,NA,5.14,6.23
2002.0,VT,Total Electric Industry,12.78,11.1,7.9,NA,19.26,10.87
2002.0,WA,Total Electric Industry,6.29,6.11,4.88,NA,4.94,5.88
2002.0,WI,Total Electric Industry,8.18,6.54,4.43,NA,8.08,6.28
2002.0,WV,Total Electric Industry,6.23,5.41,3.81,NA,10.01,5.11
2002.0,WY,Total Electric Industry,6.97,5.71,3.55,NA,5.93,4.68
2002.0,US,Total Electric Industry,8.44,7.89,4.88,NA,6.75,7.2
2002.0,AK,Full-Service Providers,12.05,10.13,7.65,NA,14.04,10.46
2002.0,AL,Full-Service Providers,7.12,6.63,3.82,NA,7.46,5.71
2002.0,AR,Full-Service Providers,7.25,5.68,4.01,NA,6.52,5.61
2002.0,AZ,Full-Service Providers,8.27,7.28,5.2,NA,4.56,7.21
2002.0,CA,Full-Service Providers,12.63,13.84,10.23,NA,6.53,12.52
2002.0,CO,Full-Service Providers,7.37,5.67,4.52,NA,6.64,6.0
2002.0,CT,Full-Service Providers,10.96,9.32,7.69,NA,10.34,9.72
2002.0,DC,Full-Service Providers,7.98,7.51,4.95,NA,4.88,7.47
2002.0,DE,Full-Service Providers,8.7,7.17,5.2,NA,14.13,7.23
2002.0,FL,Full-Service Providers,8.16,6.64,5.23,NA,7.43,7.31
2002.0,GA,Full-Service Providers,7.63,6.46,3.95,NA,8.31,6.24
2002.0,HI,Full-Service Providers,15.63,14.11,11.02,NA,16.85,13.39
2002.0,IA,Full-Service Providers,8.35,6.56,4.06,NA,4.92,6.01
2002.0,ID,Full-Service Providers,6.59,5.71,4.34,NA,5.18,5.58
2002.0,IL,Full-Service Providers,8.39,7.41,4.75,NA,5.76,7.01
2002.0,IN,Full-Service Providers,6.91,5.98,3.95,NA,9.75,5.34
2002.0,KS,Full-Service Providers,7.67,6.28,4.53,NA,9.3,6.31
2002.0,KY,Full-Service Providers,5.65,5.3,3.09,NA,4.61,4.26
2002.0,LA,Full-Service Providers,7.1,6.64,4.42,NA,7.05,5.99
2002.0,MA,Full-Service Providers,10.89,10.21,8.58,NA,12.46,10.26
2002.0,MD,Full-Service Providers,7.73,6.36,3.49,NA,10.34,6.18
2002.0,ME,Full-Service Providers,12.95,12.58,6.68,NA,12.19,10.06
2002.0,MI,Full-Service Providers,8.28,7.91,5.04,NA,10.43,7.15
2002.0,MN,Full-Service Providers,7.49,5.88,4.07,NA,7.36,5.8
2002.0,MO,Full-Service Providers,7.06,5.88,4.42,NA,6.2,6.09
2002.0,MS,Full-Service Providers,7.28,6.83,4.4,NA,8.76,6.24
2002.0,MT,Full-Service Providers,7.23,6.47,3.87,NA,7.06,6.16
2002.0,NC,Full-Service Providers,8.19,6.51,4.7,NA,6.7,6.74
2002.0,ND,Full-Service Providers,6.39,5.85,3.98,NA,3.68,5.45
2002.0,NE,Full-Service Providers,6.73,5.62,3.89,NA,6.37,5.55
2002.0,NH,Full-Service Providers,11.88,10.05,9.11,NA,12.85,10.6
2002.0,NJ,Full-Service Providers,10.38,8.92,7.68,NA,14.81,9.32
2002.0,NM,Full-Service Providers,8.5,7.22,4.48,NA,6.23,6.73
2002.0,NV,Full-Service Providers,9.43,9.06,7.25,NA,6.54,8.42
2002.0,NY,Full-Service Providers,13.46,12.05,4.63,NA,8.46,10.89
2002.0,OH,Full-Service Providers,7.98,7.72,4.73,NA,5.42,6.62
2002.0,OK,Full-Service Providers,6.73,5.75,3.81,NA,5.06,5.59
2002.0,OR,Full-Service Providers,7.12,6.59,4.72,NA,9.44,6.32
2002.0,PA,Full-Service Providers,9.57,8.51,5.84,NA,11.33,7.98
2002.0,RI,Full-Service Providers,10.21,8.69,7.83,NA,14.94,9.22
2002.0,SC,Full-Service Providers,7.72,6.48,3.85,NA,6.44,5.83
2002.0,SD,Full-Service Providers,7.4,6.24,4.54,NA,3.63,6.26
2002.0,TN,Full-Service Providers,6.41,6.45,4.15,NA,8.92,5.72
2002.0,TX,Full-Service Providers,8.05,6.95,4.66,NA,6.55,6.62
2002.0,UT,Full-Service Providers,6.79,5.6,3.84,NA,4.69,5.39
2002.0,VA,Full-Service Providers,7.79,5.87,4.13,NA,5.14,6.22
2002.0,VT,Full-Service Providers,12.78,11.1,7.9,NA,19.26,10.87
2002.0,WA,Full-Service Providers,6.29,6.11,4.23,NA,4.94,5.77
2002.0,WI,Full-Service Providers,8.18,6.54,4.43,NA,8.08,6.28
2002.0,WV,Full-Service Providers,6.23,5.41,3.81,NA,10.01,5.11
2002.0,WY,Full-Service Providers,6.97,5.71,3.55,NA,5.93,4.68
2002.0,US,Full-Service Providers,8.4,7.77,4.78,NA,6.65,7.13
2002.0,CA,Restructured Retail Service Providers,13.92,9.58,8.35,NA,22.89,9.09
2002.0,CT,Restructured Retail Service Providers,10.45,9.26,7.14,NA,17.73,9.08
2002.0,DC,Restructured Retail Service Providers,7.9,7.19,0.0,NA,7.16,7.2
2002.0,DE,Restructured Retail Service Providers,0.0,4.85,3.9,NA,0.0,3.93
2002.0,IL,Restructured Retail Service Providers,0.0,8.26,5.29,NA,7.05,6.38
2002.0,MA,Restructured Retail Service Providers,13.86,9.51,7.74,NA,17.2,9.18
2002.0,MD,Restructured Retail Service Providers,7.94,6.07,5.87,NA,7.77,6.19
2002.0,ME,Restructured Retail Service Providers,12.73,10.49,7.1,NA,25.77,10.38
2002.0,MI,Restructured Retail Service Providers,0.0,6.3,4.7,NA,0.0,5.64
2002.0,MT,Restructured Retail Service Providers,6.04,4.99,3.51,NA,6.01,3.83
2002.0,NH,Restructured Retail Service Providers,13.0,11.72,8.52,NA,12.61,10.48
2002.0,NJ,Restructured Retail Service Providers,10.39,7.81,8.29,NA,0.0,8.16
2002.0,NY,Restructured Retail Service Providers,15.11,13.13,8.7,NA,10.69,12.56
2002.0,OH,Restructured Retail Service Providers,10.56,8.33,5.64,NA,4.75,7.73
2002.0,PA,Restructured Retail Service Providers,12.06,8.41,5.72,NA,16.54,9.03
2002.0,RI,Restructured Retail Service Providers,9.46,8.45,8.3,NA,16.71,9.04
2002.0,VA,Restructured Retail Service Providers,8.72,6.75,5.55,NA,5.68,7.31
2002.0,WA,Restructured Retail Service Providers,0.0,0.0,13.6,NA,0.0,13.6
2002.0,US,Restructured Retail Service Providers,12.0,9.61,6.61,NA,9.69,8.77
2002.0,CA,Energy-Only Providers,8.12,6.0,6.18,NA,17.16,6.14
2002.0,CT,Energy-Only Providers,5.23,4.72,4.1,NA,4.76,4.73
2002.0,DC,Energy-Only Providers,5.27,4.25,0.0,NA,4.71,4.3
2002.0,DE,Energy-Only Providers,0.0,3.97,3.57,NA,0.0,3.58
2002.0,IL,Energy-Only Providers,0.0,5.69,3.67,NA,3.97,4.37
2002.0,MA,Energy-Only Providers,6.34,5.35,4.51,NA,4.55,5.12
2002.0,MD,Energy-Only Providers,4.77,4.27,4.51,NA,4.59,4.44
2002.0,ME,Energy-Only Providers,5.02,5.61,5.01,NA,3.9,5.21
2002.0,MI,Energy-Only Providers,0.0,5.56,4.41,NA,0.0,5.09
2002.0,MT,Energy-Only Providers,3.07,3.15,3.28,NA,3.27,3.26
2002.0,NH,Energy-Only Providers,10.23,8.95,5.72,NA,9.84,7.7
2002.0,NJ,Energy-Only Providers,6.13,4.35,5.08,NA,0.0,4.79
2002.0,NY,Energy-Only Providers,7.25,7.93,5.62,NA,4.06,7.31
2002.0,OH,Energy-Only Providers,4.45,4.05,2.69,NA,3.0,3.56
2002.0,PA,Energy-Only Providers,5.83,5.5,4.33,NA,4.53,5.36
2002.0,RI,Energy-Only Providers,4.94,4.83,5.6,NA,4.25,5.09
2002.0,VA,Energy-Only Providers,4.5,4.33,4.46,NA,4.46,4.45
2002.0,WA,Energy-Only Providers,0.0,0.0,10.07,NA,0.0,10.07
2002.0,US,Energy-Only Providers,5.43,5.86,4.53,NA,4.3,5.27
2002.0,CA,Delivery-Only Service,5.8,3.57,2.17,NA,5.73,2.95
2002.0,CT,Delivery-Only Service,5.22,4.54,3.05,NA,12.97,4.34
2002.0,DC,Delivery-Only Service,2.63,2.94,0.0,NA,2.46,2.9
2002.0,DE,Delivery-Only Service,0.0,0.88,0.33,NA,0.0,0.35
2002.0,IL,Delivery-Only Service,0.0,2.57,1.62,NA,3.08,2.02
2002.0,MA,Delivery-Only Service,7.52,4.16,3.23,NA,12.65,4.06
2002.0,MD,Delivery-Only Service,3.17,1.8,1.35,NA,3.18,1.74
2002.0,ME,Delivery-Only Service,7.71,4.88,2.09,NA,21.86,5.17
2002.0,MI,Delivery-Only Service,0.0,0.73,0.29,NA,0.0,0.55
2002.0,MT,Delivery-Only Service,2.97,1.83,0.22,NA,2.74,0.57
2002.0,NH,Delivery-Only Service,2.77,2.76,2.79,NA,2.77,2.78
2002.0,NJ,Delivery-Only Service,4.26,3.47,3.22,NA,0.0,3.37
2002.0,NY,Delivery-Only Service,7.87,5.2,3.09,NA,6.63,5.26
2002.0,OH,Delivery-Only Service,6.11,4.28,2.95,NA,1.75,4.17
2002.0,PA,Delivery-Only Service,6.23,2.91,1.39,NA,12.01,3.67
2002.0,RI,Delivery-Only Service,4.52,3.62,2.7,NA,12.46,3.95
2002.0,VA,Delivery-Only Service,4.22,2.42,1.09,NA,1.22,2.86
2002.0,WA,Delivery-Only Service,0.0,0.0,3.54,NA,0.0,3.54
2002.0,US,Delivery-Only Service,6.57,3.75,2.08,NA,5.39,3.5
2001.0,AK,Total Electric Industry,12.12,10.29,7.61,NA,14.37,10.54
2001.0,AL,Total Electric Industry,7.01,6.53,3.79,NA,7.11,5.6
2001.0,AR,Total Electric Industry,7.72,6.19,4.43,NA,6.91,6.05
2001.0,AZ,Total Electric Industry,8.3,7.37,5.24,NA,4.93,7.27
2001.0,CA,Total Electric Industry,12.09,12.15,9.23,NA,8.48,11.22
2001.0,CO,Total Electric Industry,7.47,5.67,4.48,NA,8.36,6.02
2001.0,CT,Total Electric Industry,10.9,9.26,7.62,NA,10.0,9.62
2001.0,DC,Total Electric Industry,7.79,7.45,4.81,NA,6.39,7.4
2001.0,DE,Total Electric Industry,8.61,7.0,4.81,NA,14.17,6.8
2001.0,FL,Total Electric Industry,8.59,7.08,5.18,NA,7.6,7.67
2001.0,GA,Total Electric Industry,7.72,6.61,4.28,NA,8.56,6.39
2001.0,HI,Total Electric Industry,16.34,14.81,11.68,NA,16.81,14.05
2001.0,IA,Total Electric Industry,8.41,6.69,4.18,NA,5.67,6.14
2001.0,ID,Total Electric Industry,6.01,5.13,3.71,NA,4.66,4.92
2001.0,IL,Total Electric Industry,8.71,7.4,4.65,NA,6.37,6.9
2001.0,IN,Total Electric Industry,6.92,5.29,4.11,NA,9.06,5.3
2001.0,KS,Total Electric Industry,7.66,6.2,4.55,NA,8.91,6.24
2001.0,KY,Total Electric Industry,5.58,5.2,3.04,NA,4.53,4.24
2001.0,LA,Total Electric Industry,7.92,7.58,5.58,NA,8.43,6.96
2001.0,MA,Total Electric Industry,12.47,11.64,9.37,NA,15.52,11.55
2001.0,MD,Total Electric Industry,7.67,6.36,4.37,NA,9.42,6.6
2001.0,ME,Total Electric Industry,13.13,11.64,7.15,NA,25.4,10.55
2001.0,MI,Total Electric Industry,8.26,7.54,5.08,NA,10.38,6.97
2001.0,MN,Total Electric Industry,7.61,6.03,4.34,NA,7.43,5.97
2001.0,MO,Total Electric Industry,7.0,5.89,4.39,NA,6.08,6.03
2001.0,MS,Total Electric Industry,7.37,6.94,4.4,NA,8.95,6.26
2001.0,MT,Total Electric Industry,6.88,5.91,6.59,NA,7.47,6.48
2001.0,NC,Total Electric Industry,8.12,6.42,4.61,NA,6.68,6.58
2001.0,ND,Total Electric Industry,6.47,5.99,3.98,NA,3.79,5.48
2001.0,NE,Total Electric Industry,6.5,5.48,3.76,NA,6.51,5.39
2001.0,NH,Total Electric Industry,12.49,10.53,9.11,NA,13.28,10.95
2001.0,NJ,Total Electric Industry,10.21,9.09,8.33,NA,11.21,9.36
2001.0,NM,Total Electric Industry,8.74,7.5,5.45,NA,6.37,7.16
2001.0,NV,Total Electric Industry,9.08,8.45,6.56,NA,6.15,7.86
2001.0,NY,Total Electric Industry,14.04,12.87,5.56,NA,8.77,11.55
2001.0,OH,Total Electric Industry,8.37,8.46,4.27,NA,5.86,6.62
2001.0,OK,Total Electric Industry,7.27,6.35,4.29,NA,5.39,6.1
2001.0,OR,Total Electric Industry,6.29,5.45,4.21,NA,7.33,5.44
2001.0,PA,Total Electric Industry,9.68,8.62,5.76,NA,11.46,8.01
2001.0,RI,Total Electric Industry,12.13,11.54,9.36,NA,22.86,11.45
2001.0,SC,Total Electric Industry,7.69,6.45,3.86,NA,6.39,5.77
2001.0,SD,Total Electric Industry,7.42,6.55,4.46,NA,3.71,6.35
2001.0,TN,Total Electric Industry,6.32,6.31,4.05,NA,8.83,5.59
2001.0,TX,Total Electric Industry,8.86,7.74,5.27,NA,7.56,7.38
2001.0,UT,Total Electric Industry,6.72,5.58,3.53,NA,4.53,5.21
2001.0,VA,Total Electric Industry,7.79,5.85,4.16,NA,5.16,6.18
2001.0,VT,Total Electric Industry,12.67,11.28,7.89,NA,18.85,10.86
2001.0,WA,Total Electric Industry,5.7,5.45,4.75,NA,4.69,5.34
2001.0,WI,Total Electric Industry,7.9,6.34,4.36,NA,7.7,6.08
2001.0,WV,Total Electric Industry,6.26,5.44,3.74,NA,10.36,5.07
2001.0,WY,Total Electric Industry,6.77,5.41,3.43,NA,5.07,4.46
2001.0,US,Total Electric Industry,8.58,7.92,5.05,NA,7.2,7.29
