YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2021.0,NE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,7818.0
2021.0,NE,"Electric Generators, Electric Utilities",Other Biomass,77157.0
2021.0,NE,"Electric Generators, Electric Utilities",Wind,90209.0
2022.0,NE,Total Electric Power Industry,Total,40692718.0
2022.0,NE,Total Electric Power Industry,Coal,19945269.0
2022.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1057372.0
2022.0,NE,Total Electric Power Industry,Natural Gas,1260182.0
2022.0,NE,Total Electric Power Industry,Nuclear,5618504.0
2022.0,NE,Total Electric Power Industry,Other,-105.0
2022.0,NE,Total Electric Power Industry,Petroleum,35109.0
2022.0,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,73816.0
2022.0,NE,Total Electric Power Industry,Other Biomass,88510.0
2022.0,NE,Total Electric Power Industry,Wind,12614061.0
2022.0,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2022.0,NE,"Combined Heat and Power, Industrial Power",Total,324603.0
2022.0,NE,"Combined Heat and Power, Industrial Power",Coal,324603.0
2022.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,0.0
2022.0,NE,"Combined Heat and Power, Industrial Power",Other,0.0
2022.0,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
2022.0,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2022.0,NE,"Combined Heat and Power, Commercial Power",Total,18786.0
2022.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,634.0
2022.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,18152.0
2022.0,NE,"Electric Generators, Independent Power Producers",Total,12587419.0
2022.0,NE,"Electric Generators, Independent Power Producers",Other,-105.0
2022.0,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,65333.0
2022.0,NE,"Electric Generators, Independent Power Producers",Wind,12522191.0
2022.0,NE,"Electric Generators, Electric Utilities",Total,27761910.0
2022.0,NE,"Electric Generators, Electric Utilities",Coal,19620666.0
2022.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1057372.0
2022.0,NE,"Electric Generators, Electric Utilities",Natural Gas,1259548.0
2022.0,NE,"Electric Generators, Electric Utilities",Nuclear,5618504.0
2022.0,NE,"Electric Generators, Electric Utilities",Petroleum,35109.0
2022.0,NE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,8483.0
2022.0,NE,"Electric Generators, Electric Utilities",Other Biomass,70358.0
2022.0,NE,"Electric Generators, Electric Utilities",Wind,91870.0
2023.0,NE,Total Electric Power Industry,Total,39445955.0
2023.0,NE,Total Electric Power Industry,Coal,17916482.0
2023.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1142896.0
2023.0,NE,Total Electric Power Industry,Natural Gas,1410846.0
2023.0,NE,Total Electric Power Industry,Nuclear,6926053.0
2023.0,NE,Total Electric Power Industry,Other,-27.0
2023.0,NE,Total Electric Power Industry,Petroleum,35117.0
2023.0,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,79423.0
2023.0,NE,Total Electric Power Industry,Other Biomass,89959.0
2023.0,NE,Total Electric Power Industry,Wind,11845206.0
2023.0,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2023.0,NE,"Combined Heat and Power, Industrial Power",Total,304470.0
2023.0,NE,"Combined Heat and Power, Industrial Power",Coal,298003.0
2023.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,6467.0
2023.0,NE,"Combined Heat and Power, Industrial Power",Other,0.0
2023.0,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
2023.0,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2023.0,NE,"Combined Heat and Power, Commercial Power",Total,19474.0
2023.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,1674.0
2023.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,17800.0
2023.0,NE,"Electric Generators, Independent Power Producers",Total,11830101.0
2023.0,NE,"Electric Generators, Independent Power Producers",Other,-27.0
2023.0,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,71636.0
2023.0,NE,"Electric Generators, Independent Power Producers",Wind,11758492.0
2023.0,NE,"Electric Generators, Electric Utilities",Total,27291910.0
2023.0,NE,"Electric Generators, Electric Utilities",Coal,17618479.0
2023.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1142896.0
2023.0,NE,"Electric Generators, Electric Utilities",Natural Gas,1402705.0
2023.0,NE,"Electric Generators, Electric Utilities",Nuclear,6926053.0
2023.0,NE,"Electric Generators, Electric Utilities",Other,0.0
2023.0,NE,"Electric Generators, Electric Utilities",Petroleum,35117.0
2023.0,NE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,7787.0
2023.0,NE,"Electric Generators, Electric Utilities",Other Biomass,72158.0
2023.0,NE,"Electric Generators, Electric Utilities",Wind,86714.0
2024.0,NE,Total Electric Power Industry,Total,37228950.0
2024.0,NE,Total Electric Power Industry,Coal,16352213.0
2024.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1182670.0
2024.0,NE,Total Electric Power Industry,Natural Gas,1381470.0
2024.0,NE,Total Electric Power Industry,Nuclear,6095731.0
2024.0,NE,Total Electric Power Industry,Other,-52.0
2024.0,NE,Total Electric Power Industry,Petroleum,47819.0
2024.0,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,196130.0
2024.0,NE,Total Electric Power Industry,Other Biomass,81761.0
2024.0,NE,Total Electric Power Industry,Wind,11891207.0
2024.0,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2024.0,NE,"Combined Heat and Power, Industrial Power",Total,327231.0
2024.0,NE,"Combined Heat and Power, Industrial Power",Coal,302093.0
2024.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,25138.0
2024.0,NE,"Combined Heat and Power, Industrial Power",Other,0.0
2024.0,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
2024.0,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2024.0,NE,"Combined Heat and Power, Commercial Power",Total,19586.0
2024.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,6976.0
2024.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,12610.0
2024.0,NE,"Electric Generators, Independent Power Producers",Total,12006396.0
2024.0,NE,"Electric Generators, Independent Power Producers",Other,-28.0
2024.0,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,176995.0
2024.0,NE,"Electric Generators, Independent Power Producers",Wind,11829429.0
2024.0,NE,"Electric Generators, Electric Utilities",Total,24875737.0
2024.0,NE,"Electric Generators, Electric Utilities",Coal,16050120.0
2024.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1182670.0
2024.0,NE,"Electric Generators, Electric Utilities",Natural Gas,1349357.0
2024.0,NE,"Electric Generators, Electric Utilities",Nuclear,6095731.0
2024.0,NE,"Electric Generators, Electric Utilities",Other,-24.0
2024.0,NE,"Electric Generators, Electric Utilities",Petroleum,47819.0
2024.0,NE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,19135.0
2024.0,NE,"Electric Generators, Electric Utilities",Other Biomass,69151.0
2024.0,NE,"Electric Generators, Electric Utilities",Wind,61778.0
